component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor
coupling,6916.149017577127,65.39100449658602,steel,754987.3382348716,3.774936691174358e-06,232971092.57901406,308.5761585402089
housing,2473.894855658292,46.28452122276169,aluminium,1294979.7629842828,1.849971089977547e-05,130714782.82384929,100.93963362224046
lever,6418.878879049169,61.335700594125335,abs_plastic,971762.0110318756,0.0004858810055159378,19554766.46862489,20.122999506700676
spring,4254.04061803512,39.81847916009259,abs_plastic,1173810.3166971556,0.0005869051583485778,26727173.61330247,22.769584858060256
spring,3484.6087004923756,91.60327133448467,steel,3376054.4257690664,1.688027212884533e-05,226144981.4233113,66.98499280614985
cam,1835.7696719044513,36.81787979511523,chromium,239740.87535621613,8.592862915993409e-07,387727373.40162826,1617.2768737309736
spring,1814.6985121091502,445.17461625321357,chromium,448605.73420487094,1.6079058573651289e-06,251608461.2489288,560.8676886283921
piston,8878.13583425067,40.87148986733712,abs_plastic,35298640.79239975,0.017649320396199875,26376170.04422096,0.747229056193577
bolt,5060.294850761066,171.0256855520175,aluminium,736445.5150499311,1.0520650214999016e-05,78739297.68665937,106.9180218733776
flange,362.46197436205597,184.01716275656972,aluminium,38525.85146899327,5.503693066999038e-07,73326182.18476261,1903.2981592574965
flange,3942.882269444567,650.4224540735061,chromium,850363.2313164661,3.0478968864389465e-06,183192515.3088313,215.42854695778288
bolt,9420.5016068876,243.93952992444906,titanium,979691.2116022188,8.906283741838353e-06,595075587.5944387,607.4113767145392
piston,2038.3322344140347,60.229554507595964,titanium,1856908.1933991401,1.688098357635582e-05,824713056.8655051,444.13238080221777
shaft,1034.985311483691,74.64054187330855,abs_plastic,1286067.2895824858,0.0006430336447912429,15119819.375563819,11.756631630427657
flange,8464.2655785976,21.86175485886607,abs_plastic,1036876.0045697596,0.0005184380022848798,32712748.380377974,31.54933496021231
valve_body,6959.6145510502,361.3698723641334,chromium,742531.8099463902,2.661404336725413e-06,279543375.8786222,376.47326637602885
flange,4237.66571398423,968.2289404898426,chromium,767009.1970384018,2.749136906947677e-06,77257019.83671916,100.72502407406091
spring,5728.350809124588,469.221168701306,steel,780077.1916869052,3.900385958434526e-06,127806987.31736822,163.8388978416194
bearing,2575.1628472394364,182.55232345629474,aluminium,296525.57607603853,4.236079658229122e-06,73936531.89321052,249.34284884164882
spring,4347.040871012681,755.8536464356674,chromium,574247.7597184245,2.0582356979155e-06,148048784.5214442,257.8134298582865
valve_body,5389.841987952578,407.3177287328006,steel,1362027.7055650945,6.8101385278254725e-06,143927674.80916652,105.67162049721453
lever,1089.8503829024476,51.02147211347396,titanium,113649.66586653027,1.0331787806048207e-06,836223159.8581575,7357.902493441686
bolt,3613.5613855809343,957.6648674239273,chromium,531404.3626610412,1.9046751349858108e-06,80778377.52535757,152.00924794981867
bearing,4980.954011940869,68.3049584932506,titanium,4942054.812568973,4.49277710233543e-05,814618801.8834368,164.83402810742658
bracket,5581.660218223427,185.9277581188986,steel,589570.9340990841,2.9478546704954205e-06,201581312.98987013,341.9118910566783
valve_body,9316.198146304198,97.93985668275282,abs_plastic,935387.6218129931,0.00046769381090649656,7353381.105749061,7.861319664992512
piston,7396.652012230988,63.67326161319912,abs_plastic,1043585.216727429,0.0005217926083637145,18775579.46226696,17.991419542282475
housing,6911.497100732887,840.2245967526263,chromium,796071.9828827677,2.8533045981461206e-06,119925134.41579123,150.64609356243582
pulley,2303.506533953202,51.73212815634015,abs_plastic,257957.83205522725,0.00012897891602761362,22755957.281219948,88.21580294700271
shaft,5181.92907005469,38.65824579396222,abs_plastic,885054.9378681147,0.00044252746893405734,27113918.068679262,30.635293820279898
lever,8815.563689520326,204.6144510720214,steel,970218.0267327441,4.85109013366372e-06,196714986.69999444,202.75338251799096
lever,3567.160642333104,714.0175716715358,chromium,732701.7175151891,2.626171030520391e-06,161994142.77615473,221.09152865851792
bracket,2562.3691288598507,211.54646683107714,titanium,582214.604763756,5.292860043306873e-06,635566916.4611536,1091.636848785417
lever,4111.500659136029,65.71784201640085,abs_plastic,552945.0031033851,0.00027647250155169253,18094052.66119972,32.72306026756271
flange,8245.624483579262,79.53693255546384,abs_plastic,1205097.136776547,0.0006025485683882735,13487689.148178723,11.192200808190663
bracket,3811.21873728467,242.85542729985139,steel,438114.86177034694,2.1905743088517346e-06,186756399.1406637,426.272686541637
pulley,9635.903140462053,20.972357975185307,abs_plastic,993207.7303868779,0.000496603865193439,33009214.008271568,33.234954781728995
lever,529.6677546519104,93.97146641788768,abs_plastic,57577.30348355764,2.878865174177882e-05,8676177.860704105,150.6874642571923
bearing,6984.570118755811,63.75203731206617,titanium,4001397.2898034723,3.637633899821338e-05,820309953.3599173,205.00587518521726
gear,6312.824992832228,475.7651633000182,steel,699756.1349470303,3.4987806747351516e-06,126102822.05728693,180.2096698542451
valve_body,2881.53557696308,571.238660764404,titanium,323273.63490386587,2.9388512263987804e-06,185951674.044495,575.2144745728884
bracket,3423.0346414899354,186.2863058176542,chromium,526313.1220698773,1.8864269608239331e-06,337904564.7274486,642.0219267924424
flange,2371.007982479002,94.46261898998691,aluminium,646506.340262233,9.235804860889044e-06,110640575.42083879,171.1361026652287
bearing,7011.800968795477,330.9358924795898,titanium,2215892.6505614556,2.0144478641467778e-05,486330134.4005127,219.47368897915158
bearing,6878.838608283405,33.00935514759131,abs_plastic,754409.2425536836,0.0003772046212768418,28996881.617469564,38.436540781651615
lever,4224.726671610944,182.72553393063137,aluminium,459217.01472075103,6.5602430674393e-06,73864360.86223693,160.84848447341113
piston,5560.719938186294,66.15359311836026,aluminium,1333050.2325011936,1.9043574750017053e-05,122436002.8673499,91.84650351669345
pulley,4855.663810476911,788.5231195190934,steel,1267891.4209383922,6.339457104691961e-06,44655437.6252361,35.220238017058044
piston,9702.152538364571,676.8527600458527,steel,1155093.2160981654,5.775466080490827e-06,73736260.40472586,63.835766133059344
shaft,4206.713073142885,233.25751610595086,steel,6392040.334253762,3.196020167126881e-05,189255855.18074194,29.60805083887766
pulley,8147.719990387768,999.7233198204079,chromium,817493.8704654612,2.930085557223875e-06,66758893.393197335,81.66286721536694
spring,7288.5963563112955,80.56649616339647,abs_plastic,1897715.9296782343,0.0009488579648391171,13144501.278867846,6.926485188484745
spring,1378.6782099998004,764.1598012618034,steel,225971.00255968238,1.1298550127984118e-06,51000051.7547387,225.6929038550812
cam,6749.836775617981,502.14002755715876,steel,1851395.1888822904,9.256975944411453e-06,119234367.82365657,64.40244013793716
flange,5031.83534779434,153.33899510092397,aluminium,604019.9729024287,8.628856755748982e-06,86108752.04128167,142.55944489304392
shaft,8182.218778609317,968.6142901310266,chromium,8389941.899140052,3.007147634100377e-05,77128569.95632449,9.19298022364493
cylinder,5940.563381662597,394.4358542744106,steel,1393417.6616865566,6.967088308432783e-06,147282329.61603892,105.69862408502287
spring,6429.677434044999,84.40357340154895,abs_plastic,711153.4583705247,0.00035557672918526233,11865475.532817014,16.684831372408052
bracket,3570.81683218531,185.17695231929727,aluminium,896465.767990235,1.2806653828431928e-05,72842936.53362614,81.2556810695973
cylinder,9051.17107548811,221.9881708735142,titanium,1744469.1439440968,1.585881039949179e-05,622514786.4081073,356.8505574140762
flange,3049.7985702653095,533.130230494711,chromium,435271.72035829077,1.5601136930404686e-06,222289923.16842967,510.6923164809635
lever,4647.533398667108,845.2495867183354,chromium,602614.2723697409,2.1599077862714727e-06,118250137.76055484,196.2285713804022
bearing,9802.322495326223,59.40944751942957,abs_plastic,2922018.381475786,0.001461009190737893,20196850.82685681,6.911952010601743
cylinder,2477.4416259041113,64.00073030302508,titanium,1800585.0541800968,1.6368955038000882e-05,819999087.1212186,455.40702740899303
coupling,1474.3890092291604,391.7073519858645,titanium,775744.0030132761,7.052218209211601e-06,410365810.0176694,528.9964323586867
flange,8978.205258069516,389.6900794050404,steel,1338268.5929328087,6.6913429646640435e-06,148518208.48827073,110.97787788831975
shaft,2003.6612862058407,23.26948930131831,abs_plastic,1130442.7388435672,0.0005652213694217836,32243503.56622723,28.522898558499342
bracket,1852.4037943397934,44.83670945197557,aluminium,1431206.6546027667,2.0445809351468096e-05,131318037.72834352,91.7533727963213
valve_body,2142.703812217346,376.9844638271139,chromium,421474.2425604192,1.5106603676000687e-06,274338512.0576287,650.9022007870426
lever,489.19018442687945,483.65803136724475,titanium,77449.90837592982,7.040900761448165e-07,295427460.79094404,3814.432669913372
housing,9216.63676526495,55.42521671582097,titanium,3244051.025660608,2.9491372960550982e-05,830718479.1052238,256.07441823023083
gear,6013.053014328762,789.2804567761158,steel,1111008.5284679946,5.555042642339973e-06,44458214.38121986,40.0160874035096
flange,7623.558548482098,168.75441111258954,aluminium,1053980.8732713507,1.5056869618162153e-05,79685662.03642103,75.60446689045912
piston,2599.1257490058056,433.74275981304044,titanium,289998.54037104273,2.6363503670094795e-06,357821550.23369944,1233.8736249357655
cam,5367.923504126625,82.15976657707012,titanium,1185133.6435477494,1.0773942214070449e-05,797300291.7786624,672.7513779727906
bolt,2500.4579859838236,176.16107395064097,titanium,651990.6573751833,5.927187794319848e-06,679798657.5616988,1042.6509181871813
piston,8423.028860191518,89.57937639540383,steel,1559871.5530894408,7.799357765447204e-06,226672037.39703026,145.3145529502667
valve_body,3494.9759563547764,389.6965543158338,steel,966655.9095530922,4.833279547765461e-06,148516522.31358495,153.63949141142442
valve_body,4847.862807367077,66.73595877713353,abs_plastic,655600.1000961071,0.00032780005004805354,17754680.407622155,27.081570617544784
housing,5688.139570974148,315.4426482420057,steel,1653181.173721814,8.26590586860907e-06,167853477.020311,101.53362480073598
bearing,6114.796700706371,88.41888353010327,aluminium,1215024.6921752666,1.735749560250381e-05,113158798.52912363,93.13292088454162
pulley,9343.549055222758,20.60274905072598,abs_plastic,4008739.6225114833,0.0020043698112557416,33132416.983091343,8.265045900470287
pulley,8523.093426577847,106.12987204934099,chromium,1055091.311130738,3.7816892872069458e-06,364623375.983553,345.58466375084384
flange,894.3140820502579,429.11888386479865,steel,214828.1103837723,1.0741405519188614e-06,138250290.6602087,643.5391086075106
bearing,5802.3843362760335,276.87077166394886,aluminium,38055892.47692565,0.0005436556068132236,34637178.47335464,0.9101659748055082
pulley,4958.412914661966,583.858955364985,steel,602734.5391073227,3.0136726955366134e-06,97953397.04036848,162.51498907867787
shaft,5758.965625752008,182.38787432296482,titanium,746175.242349619,6.783411294087446e-06,672015157.096294,900.6130449734522
pulley,3304.4244404020124,139.1222028125967,aluminium,644722.6268062054,9.210323240088648e-06,92032415.49475138,142.74730196868836
gear,1236.884564918115,618.4076415927999,chromium,418227.76757435163,1.4990242565388947e-06,193864119.4690667,463.53717878046433
spring,9326.941988343648,205.97247145251828,titanium,1559834.6718254874,1.4180315198413522e-05,642534410.6843522,411.92468810325187
pulley,4597.252924969087,173.6088730226829,aluminium,830679.5796151909,1.186685113735987e-05,77662969.57388213,93.4932932983127
shaft,6877.2583240103495,27.029448899412543,abs_plastic,4664555.333899756,0.002332277666949878,30990183.700195823,6.6437594758441385
valve_body,1255.291035002645,389.0696368204759,steel,205771.63149079803,1.0288581574539901e-06,148679782.07800105,722.5475202817252
bolt,8522.201854162902,601.8601299280001,steel,2056351.591702712,1.028175795851356e-05,93265591.1645833,45.354885585181954
spring,9389.570522528275,125.11517837608288,titanium,12382182.477972636,0.0001125652952542967,743606027.0298964,60.054520142369014
flange,8434.104889906894,156.97692909376372,chromium,1057813.8767427737,3.791447586891662e-06,347674356.96874547,328.67252416777353
cam,1720.1938343704746,180.98048197237307,chromium,210697.30389262267,7.551874691491852e-07,339673172.6758756,1612.1382020577857
cylinder,9087.874691578909,108.53504304301849,aluminium,1534016.2939066284,2.1914518484380406e-05,104777065.39874229,68.30244620929678
shaft,6278.6052874001925,333.0730159104872,titanium,1412963.4633591613,1.2845122394174194e-05,483658730.11189103,342.30094595797044
gear,3618.088273002119,325.3560459571715,steel,674338.4757411351,3.3716923787056754e-06,165271863.0319866,245.0873989510145
spring,5474.208175072748,270.2863230191367,titanium,1612491.21402808,1.465901103661891e-05,562142096.2260791,348.6171529715324
bolt,1478.793519367534,242.32705299568286,aluminium,237034.7526612195,3.3862107523031356e-06,49030394.585132144,206.84897060309356
bearing,7907.112391122854,107.97143024499569,titanium,2481792.873730024,2.256175339754567e-05,765035712.1937554,308.2592912131063
spring,7465.0682964695025,39.44881214675204,titanium,1300102.4140734968,1.1819112855213608e-05,850688984.81656,654.3245944380419
piston,8779.97980394132,47.366539897272595,abs_plastic,1066768.24072529,0.000533384120362645,24211153.367575806,22.69579505958555
housing,4624.302170888615,611.8787146310623,chromium,911613.8391394364,3.2674331151951126e-06,196040428.45631257,215.04766606151435
flange,4914.9390717565175,52.716414166839456,abs_plastic,634871.2158722032,0.0003174356079361016,22427861.944386847,35.32663221087263
cylinder,6970.08960022429,334.7801771416058,titanium,2688236.9952590736,2.443851813871885e-05,481524778.57299274,179.1228896195541
spring,1897.8173963341142,910.2815501069558,chromium,323000.9282848049,1.157709420375645e-06,96572816.63101473,298.9861891228436
flange,9478.105062156972,62.938392872502455,aluminium,1605458.3833242196,2.2935119761774567e-05,123775669.63645731,77.0967786658977
cam,6153.396930803014,25.070851469835343,aluminium,704531.4999811746,1.006473571401678e-05,139553811.88756862,198.0803014361992
bracket,5694.818517533168,702.7178073993545,chromium,616806.7256563675,2.210776794467267e-06,165760730.86688185,268.7401482052414
flange,7735.342018345406,124.84190352171817,aluminium,9887654.648941563,0.00014125220927059377,97982540.1992841,9.909583584593822
bolt,1132.044963912914,87.23517055843384,abs_plastic,124185.01811823598,6.2092509059118e-05,10921609.81385539,87.94627547951859
gear,9849.927869727113,87.11184691567473,abs_plastic,7382865.51395293,0.003691432756976465,10962717.69477509,1.4848865490041192
valve_body,8711.97398441507,424.69368455833626,steel,1463305.352648574,7.31652676324287e-06,139402686.31293327,95.26561633948461
spring,7468.071553248559,180.35225053299726,steel,945430.839058522,4.72715419529261e-06,203033268.0903653,214.75211057484614
piston,1231.2462705513087,343.3135756788296,steel,142359.8716386398,7.11799358193199e-07,160595423.0003048,1128.0947443388634
pulley,4710.431210956251,154.6343538649406,aluminium,512409.87962792284,7.320141137541755e-06,85569019.22294141,166.99330482284185
cylinder,4579.151209713665,101.69707182028392,titanium,2480269.693753376,2.2547906306848874e-05,772878660.2246451,311.6107341758681
coupling,4247.361950095024,916.548983046738,chromium,1151764.6254727317,4.128188621766063e-06,94483672.31775397,82.03383766798184
housing,6359.416450403351,27.59478482123351,titanium,953575.8577192901,8.668871433811727e-06,865506518.9734582,907.6430699950067
coupling,9614.596142947606,135.9569276474281,steel,2286587.8428651714,1.1432939214325857e-05,214594550.0918156,93.84924824183506
bracket,1926.1824270466752,43.96767294131816,abs_plastic,607940.0577535244,0.0003039700288767622,25344109.019560613,41.68849987153801
cam,2178.065371646299,540.871487875614,titanium,1022142.4373168783,9.292203975607985e-06,223910640.15548247,219.0601152841745
lever,461.8417116961393,388.21221718579943,steel,81139.77812824969,4.0569889064124845e-07,148903068.44119805,1835.1426621581536
shaft,7777.723405280604,373.56529110346156,steel,1469862.3850999298,7.349311925499649e-06,152717372.10847354,103.89909535516887
bracket,4067.5543026657274,456.51945842040993,steel,2484945.867941798,1.2424729339708992e-05,131114724.3696849,52.763613912557005
gear,847.4833016585033,80.25969765979607,abs_plastic,303128.5605373214,0.00015156428026866068,13246767.446734639,43.70016280634727
bolt,4146.468293871154,27.10817958489656,aluminium,2519254.6951604453,3.598935278800636e-05,138704925.17295977,55.0579206776574
shaft,4139.046504111962,64.13780762074718,abs_plastic,1583719.761740671,0.0007918598808703354,18620730.793084275,11.757591995075048
coupling,5104.528003149734,365.12840822624395,titanium,1475815.2095831404,1.3416501905301278e-05,443589489.71719503,300.57251533712787
spring,8885.858776883679,342.8985191743523,titanium,1227998.590725202,1.1163623552047292e-05,471376851.03205955,383.85781106938003
bolt,9630.22825369326,567.7576408348186,titanium,6434263.354129376,5.8493303219357965e-05,190302948.9564767,29.576493606582677
cam,228.71904275628674,43.942388639251064,aluminium,105982.95081854613,1.514042154550659e-06,131690671.40031207,1242.56468029259
bolt,8776.796351165409,71.43404508914026,abs_plastic,1241577.8032120296,0.0006207889016060148,16188651.636953248,13.038773401934476
gear,3483.991781808972,40.7538746745034,abs_plastic,902833.0015482117,0.00045141650077410583,26415375.108498864,29.258318053505793
coupling,8323.479614995973,358.28830198365006,chromium,1072480.4284920646,3.844015872731415e-06,280570566.00544995,261.60903131811875
valve_body,8624.573397749744,81.46294702266843,aluminium,884751.4913997208,1.263930701999601e-05,116057105.4072215,131.17480618610023
bracket,8697.832961389337,400.19633463462065,steel,971166.5752915224,4.8558328764576125e-06,145782204.5222342,150.11040148130473
gear,322.44615236916223,95.22966062778491,aluminium,59032.515886917485,8.433216555273926e-07,110320974.73842295,1868.8170931043069
lever,2653.0880857887028,128.69773777680282,steel,317134.65805818635,1.5856732902909317e-06,216484964.12062427,682.6278951854724
bearing,5304.33280479659,68.07020003752498,aluminium,1897221.5863581994,2.710316551940285e-05,121637416.65103126,64.11344754121191
cylinder,5343.650618685303,248.215239952688,aluminium,1062124.0393974162,1.5173200562820231e-05,46576983.35304666,43.85267786563948
shaft,4111.956071474118,408.0226173043146,steel,568734.8423727553,2.8436742118637764e-06,143744110.0770014,252.74363265190962
spring,1486.1835327384451,93.8314647376926,aluminium,542732.7278264144,7.753324683234492e-06,110903556.35929474,204.3428573092532
cylinder,6045.116918293168,206.21026887295153,aluminium,3292232.3584511653,4.7031890835016645e-05,64079054.63627019,19.463709622979422
lever,4245.828196431524,318.84805203460803,steel,810692.5568444222,4.0534627842221114e-06,166966653.11598748,205.9555767551343
shaft,9590.409055400884,200.68350226538394,chromium,9645039.429499952,3.457003379749087e-05,333105499.24487203,34.536458008253256
bolt,775.6720830055067,254.38211739684823,aluminium,175165.87358088105,2.502369622584015e-06,44007451.08464657,251.23301808172457
bearing,7243.175325106866,496.1156402662069,steel,762589.0322798208,3.812945161399104e-06,120803218.68067528,158.41195397149158
coupling,4889.173925130886,41.59289779137559,abs_plastic,898011.6912006036,0.0004490058456003018,26135700.736208137,29.103964895229606
bolt,8431.14363706943,510.91655260244323,titanium,882210.4463124452,8.020094966476775e-06,261354309.246946,296.24939303244696
cylinder,6270.992253959408,152.7864464361035,aluminium,1786913.4710076281,2.5527335300108972e-05,86338980.65162355,48.31738192836925
flange,4186.656151006848,569.8419287573834,steel,695107.7409343505,3.475538704671753e-06,101603664.38609809,146.1696632086479
valve_body,8209.112944974579,483.661209802008,titanium,1176512.8993524865,1.0695571812295332e-05,295423487.74749005,251.10093387848215
cam,1120.6280855360742,108.08703590663505,aluminium,138459.23867085134,1.977989123869305e-06,104963735.03890206,758.0840111971467
gear,7921.134232039375,75.24481859565125,abs_plastic,1505668.127799454,0.000752834063899727,14918393.801449584,9.908155406897626
bracket,7349.026375454656,487.80546575964087,titanium,1109797.0325587608,1.008906393235237e-05,290243167.8004489,261.5281527030766
pulley,9043.301745096647,524.3986369113875,steel,1298870.6211529223,6.494353105764611e-06,113437854.97099285,87.33576164060244
valve_body,6732.182899045388,23.533235016808014,abs_plastic,1136461.422987539,0.0005682307114937696,32155588.327730663,28.294482925077904
